epoch, time, test_loss, train_loss, test_accuracy, train_acc, reconstruction_loss_train, reconstruction_loss_test, margin_loss_train, margin_loss_test
26, 130.63222217559814, 0.015134402821901479, 0.014958553532606335, 99.41, 99.70370370370371, 18.171608721475465, 16.973528029043464, 0.005872748761550387, 0.006647638391550112
27, 128.28703904151917, 0.01476366524407758, 0.014348184643533981, 99.37, 99.72407407407408, 17.871196776204766, 15.697841994370087, 0.005412585815548305, 0.006914743883947877
28, 128.51466035842896, 0.014368367192771616, 0.014262651898831977, 99.52, 99.70370370370371, 17.458584096194443, 15.822679278216784, 0.005533359470331414, 0.006457027189339264
29, 128.57337474822998, 0.01391441082652611, 0.013709514474681626, 99.53, 99.73518518518519, 17.090356697968396, 15.362057891073107, 0.0051643357106530815, 0.006233381332912117
30, 128.14426922798157, 0.01637536183565478, 0.013379228605902025, 99.51, 99.72962962962964, 16.726487482893525, 15.301772093471092, 0.00501598436241943, 0.00872447539733935
31, 128.35640573501587, 0.01519402753137335, 0.013093763165687921, 99.44, 99.75, 16.37780382056937, 14.72649920741214, 0.0049048608458066864, 0.00783077766529367
32, 128.19404101371765, 0.012623711772074428, 0.01261577486409254, 99.57000000000001, 99.77222222222221, 16.04591703640906, 14.128435014169428, 0.0045928158976636406, 0.0055594938546360195
33, 128.637934923172, 0.012377231806233714, 0.013087409318941182, 99.51, 99.77962962962962, 15.755459297324808, 13.540556026410453, 0.00520967928788148, 0.005606953403912485
34, 130.51950073242188, 0.011470159834038608, 0.011819492460568369, 99.51, 99.80740740740741, 15.27149227558154, 13.243805426585523, 0.00418374591956127, 0.004848256686560904
35, 129.8405156135559, 0.011685187586500674, 0.011784174617477008, 99.51, 99.77962962962962, 15.170858672444854, 13.11371361454831, 0.004198744892108506, 0.005128330447198234
36, 128.07511711120605, 0.013008910490647901, 0.011565089629636415, 99.46000000000001, 99.82777777777778, 14.955671507035387, 12.859718769411497, 0.004087253498527005, 0.006579050907711911
37, 128.27351665496826, 0.011796403705743672, 0.01153148763142173, 99.53, 99.8, 14.796436416029366, 13.249837030338336, 0.004133269090786956, 0.005171484773303677
38, 128.68793487548828, 0.011977740875857918, 0.011434020862972002, 99.56, 99.8111111111111, 14.667786177865702, 12.895801471758492, 0.004100127446893338, 0.005529839763582884
39, 131.00744152069092, 0.012359133125813325, 0.010985252758602819, 99.49, 99.83148148148148, 14.327624664487432, 12.914900550359413, 0.003821440106169519, 0.005901682631206946
40, 131.17027044296265, 0.01171680058270127, 0.01103597771711824, 99.51, 99.83333333333333, 14.168435121599531, 12.467408976977385, 0.0039517598047905484, 0.0054830956350882315
41, 128.47821402549744, 0.012244394868376512, 0.010919456156103109, 99.47, 99.83333333333333, 14.015776200317093, 12.545407343514357, 0.00391156774845142, 0.005971690768057693
42, 128.87009072303772, 0.010957769967049738, 0.010654644534141885, 99.61, 99.83703703703704, 13.810755551143846, 11.824188039272647, 0.0037492664306870357, 0.005045675709431025
43, 130.75610327720642, 0.024796371760813497, 0.010545421023168976, 99.51, 99.83703703703704, 13.648066604306912, 13.02117464814005, 0.0037213874040381164, 0.01828578408053027
44, 128.40308952331543, 0.0116570755379581, 0.010358514237742854, 99.5, 99.85555555555555, 13.421592452514792, 12.281200457222853, 0.003647717685737731, 0.005516474979599537
45, 128.2355329990387, 0.011469572741255353, 0.010089803188024044, 99.46000000000001, 99.82962962962964, 13.239070388378126, 11.490436215943928, 0.003470267692494749, 0.005724354412795716
46, 128.32855367660522, 0.011642562190094326, 0.009854225738644954, 99.53, 99.86296296296297, 13.065770666746166, 11.615464065648332, 0.0033213400849697325, 0.005834829735663967
47, 128.43305897712708, 0.010884301235922907, 0.01002131909864703, 99.5, 99.87222222222222, 13.102773198584245, 11.257407188415527, 0.0034699321741578104, 0.005255597349937085
48, 128.5161566734314, 0.011931350672782599, 0.009652668026483385, 99.5, 99.87037037037037, 12.846362864236696, 11.275434783742398, 0.003229486280848091, 0.006293632907946181
49, 128.46739625930786, 0.011248209938124011, 0.009309427944007572, 99.55000000000001, 99.86666666666667, 12.572344709911617, 11.06055763099767, 0.003023255298215393, 0.0057179308039596
50, 128.37825798988342, 0.010176866173838513, 0.009527690227527471, 99.58, 99.86111111111111, 12.611086519973538, 10.915329764160928, 0.003222146676260188, 0.004719201058349749
51, 128.59788966178894, 0.0095707429337162, 0.00938782403995923, 99.57000000000001, 99.86666666666667, 12.430982546783737, 10.26385592207124, 0.003172332490325389, 0.004438814808779596
52, 128.33545064926147, 0.01040718877169339, 0.008998033809100423, 99.51, 99.89074074074074, 12.175314209472512, 10.509107408644278, 0.0029103764028275184, 0.005152634863337926
53, 128.19738841056824, 0.009794580649961776, 0.00907166714678514, 99.59, 99.88148148148149, 12.156373735852716, 10.725475540644005, 0.0029934799935617947, 0.004431842666788356
54, 128.38606643676758, 0.009944388902262796, 0.009158757036348796, 99.59, 99.88333333333334, 12.08593939152939, 10.831127601333812, 0.003115787038480823, 0.004528824796994464
55, 128.3897774219513, 0.010151499505095843, 0.008687225568783579, 99.57000000000001, 99.9, 11.933696041739948, 10.678420815286756, 0.002720377273207654, 0.0048122888584208635
56, 128.4638590812683, 0.00945010330952421, 0.008553835277564788, 99.56, 99.89444444444445, 11.812769370056442, 10.200434105305732, 0.002647450316660945, 0.004349886135439848
57, 128.3480532169342, 0.009738893643068739, 0.008684345359927246, 99.51, 99.90185185185186, 11.768882322085412, 9.945616613460492, 0.0027999039561436975, 0.004766085125060894
58, 128.76178097724915, 0.009736639111526783, 0.008467471699331892, 99.62, 99.8962962962963, 11.654564258611599, 9.960237889350216, 0.0026401893065533914, 0.004756519989452407
59, 131.17281246185303, 0.009997222596142866, 0.008552695400527374, 99.56, 99.89259259259259, 11.610432401087612, 10.392115170442604, 0.002747478898475609, 0.004801164738188463
60, 128.4128725528717, 0.00954145303915573, 0.008353733434452193, 99.53999999999999, 99.91481481481482, 11.474427779138935, 10.035922714426547, 0.0026165192673822547, 0.004523491433856985
61, 128.24250769615173, 0.009570271743437912, 0.008322970469380724, 99.5, 99.91111111111111, 11.4172721632284, 9.931936819342118, 0.002614334114204863, 0.004604303089406671
62, 128.80037093162537, 0.009395187095845048, 0.008384562520116073, 99.6, 99.89259259259259, 11.35032664430085, 10.06025546110129, 0.00270939894076834, 0.004365059188670255
63, 130.83203601837158, 0.008816030790109801, 0.008398131018292636, 99.59, 99.91111111111111, 11.267240343500653, 9.53145077862317, 0.002764510551508366, 0.004050305121301237
64, 128.45864272117615, 0.011281326136115608, 0.0078035939498076225, 99.51, 99.92222222222222, 11.082976845203417, 10.290614502339423, 0.0022621052692781128, 0.0061360187180151664
65, 128.44633626937866, 0.00947501745570121, 0.0077910740866427314, 99.63, 99.92962962962963, 11.01494172625067, 9.573236525813236, 0.002283602961164158, 0.004688398994334466
66, 128.62861108779907, 0.010012318757421609, 0.007776877532770495, 99.53999999999999, 99.92777777777778, 10.903993726341644, 9.6033721513386, 0.0023248804265840676, 0.005210632493695881
67, 128.36026000976562, 0.009544902245360838, 0.008108464726224824, 99.56, 99.90555555555557, 11.046481964147487, 9.51624960838994, 0.002585223473589735, 0.004786777226077511
68, 128.73158431053162, 0.00940000210428917, 0.007792033155788601, 99.52, 99.92777777777778, 10.819196167715353, 9.729668086088157, 0.002382434816298327, 0.004535167811429599
69, 130.6737880706787, 0.01111151727175788, 0.007524352637671323, 99.56, 99.92222222222222, 10.714373175001823, 9.716976962512053, 0.0021671657836019455, 0.006253028505104535
70, 128.54467105865479, 0.010586921243539339, 0.00798169745935648, 99.47, 99.91666666666667, 10.826301143067708, 9.468226505231254, 0.002568546657216563, 0.005852807826020673
71, 128.44164967536926, 0.009403449713099228, 0.007402527847843713, 99.51, 99.94444444444444, 10.566611082067986, 9.276901450338244, 0.002119222026884112, 0.004764998860692582
72, 128.3108630180359, 0.009239507939289265, 0.007643883763172474, 99.58, 99.92037037037036, 10.671466230781158, 9.379622640489023, 0.0023081503890982225, 0.00454969642701547
73, 128.31855463981628, 0.009148016395165196, 0.007390892581122605, 99.59, 99.93148148148148, 10.514347390540967, 9.562101352063916, 0.0021337186139031706, 0.004366965510564137
74, 128.3935148715973, 0.009814967365959023, 0.0077818747327367275, 99.58, 99.92777777777778, 10.509789796802105, 9.844444902637337, 0.002526979596821384, 0.004892744666224793
75, 128.8530833721161, 0.011813250641468206, 0.007417148712943021, 99.46000000000001, 99.92777777777778, 10.38577260790278, 9.478669661509839, 0.002224262167508736, 0.0070739154279514955
76, 131.25056385993958, 0.009129766345354198, 0.007153273061341584, 99.61, 99.92407407407407, 10.274140204298552, 9.338462648512442, 0.0020162027168652633, 0.004460534808090357
77, 130.6604917049408, 0.009509597568996723, 0.006949552047944747, 99.59, 99.95185185185184, 10.189870551864118, 8.982664832585975, 0.0018546164878015076, 0.005018264962996863
78, 128.86654043197632, 0.009016689644018305, 0.007313873039523219, 99.62, 99.92777777777778, 10.279009030328544, 9.095684968972508, 0.0021743682676995772, 0.004468846959327171
79, 128.57845640182495, 0.008498755495853817, 0.007316734262199198, 99.59, 99.94259259259259, 10.22762014289603, 9.28056819529473, 0.0022029239490271822, 0.0038584712004919738
80, 128.40080332756042, 0.009663157795756301, 0.006919479944359211, 99.56, 99.94074074074074, 10.159446420262775, 9.014340871497046, 0.0018397565021828453, 0.005155987185838667
81, 128.747971534729, 0.008287140740010935, 0.007047770408057206, 99.62, 99.94074074074074, 10.126108465601483, 8.92202260222616, 0.0019847159518753244, 0.003826129217808948
82, 128.6402473449707, 0.008813341773008998, 0.006737651156649982, 99.53999999999999, 99.95, 10.041219272884712, 8.721441033520277, 0.0017170412947315617, 0.004452621025664001
83, 128.65145874023438, 0.009693063536210906, 0.006939290711541452, 99.56, 99.94074074074074, 10.004442086151991, 9.143165334870544, 0.0019370694157846218, 0.005121480630816821
84, 128.3900330066681, 0.009142432320580075, 0.0069536259254414185, 99.53, 99.93518518518518, 10.040734193901315, 8.987616303600843, 0.0019332585745006666, 0.004648623967401778
85, 128.38310766220093, 0.008966780650794884, 0.006982979667041963, 99.52, 99.95, 10.010834133455539, 8.81258992303776, 0.0019775623573852104, 0.004560485530845066
86, 129.0063202381134, 0.008368083800460342, 0.007585131243242048, 99.62, 99.9462962962963, 10.071645090365298, 8.790713986263999, 0.0025493084496908966, 0.003972726627223523
87, 131.17918467521667, 0.008977697891053519, 0.00687537150528123, 99.6, 99.93518518518518, 9.850443681834433, 8.772635556474517, 0.001950149410753235, 0.004591380029362685
88, 131.47511959075928, 0.009353129871048128, 0.006350678099336995, 99.61, 99.95925925925926, 9.596122868253156, 8.83324253106419, 0.0015526164324263937, 0.004936508446802161
89, 131.5459544658661, 0.00930056625482025, 0.0067291455729577634, 99.59, 99.94814814814815, 9.732905966410705, 9.387993112395081, 0.0018626923699200074, 0.004606569434893376
90, 131.30945134162903, 0.008282736727755658, 0.006980372201077534, 99.58, 99.94074074074074, 9.801723464405367, 8.283717777155623, 0.0020795102473345622, 0.004140877684348416
91, 128.68446040153503, 0.010530066529076688, 0.00664380971911712, 99.55000000000001, 99.93518518518518, 9.647368779114638, 9.150422156611576, 0.001820125094183469, 0.0059548551054624255
92, 128.95244145393372, 0.008166131592956902, 0.006563075197975359, 99.61, 99.95925925925926, 9.650725305927873, 8.351302991939496, 0.0017377123018998159, 0.0039904799579076845
93, 128.77704787254333, 0.008725316193001934, 0.006731166552875844, 99.56, 99.94444444444444, 9.69661517843816, 8.95842535284501, 0.0018828587423236512, 0.004246103308013275
94, 128.7949206829071, 0.008804754536787543, 0.006586476068025658, 99.57000000000001, 99.94259259259259, 9.634487809728107, 8.8409533319594, 0.0017692319406317856, 0.004384277729594585
95, 128.58468508720398, 0.008635526959183095, 0.006858261690532426, 99.53999999999999, 99.95185185185184, 9.691586885407073, 8.611907216567028, 0.0020124680039603085, 0.004329573328804248
96, 128.97509050369263, 0.008543013683461312, 0.006690407378192973, 99.6, 99.9462962962963, 9.633200193468427, 8.194141321544405, 0.0018738070569774665, 0.004445942804730155
97, 128.69143652915955, 0.008415811695158482, 0.006364759752941781, 99.59, 99.95925925925926, 9.515335579054051, 8.598824621755865, 0.0016070917360865296, 0.004116399260827258
98, 128.60831117630005, 0.00944153267206459, 0.006334870295616759, 99.52, 99.94814814814815, 9.43582907672177, 8.886339006544668, 0.0016169555022345935, 0.004998362963559413
99, 129.180734872818, 0.007990469171700976, 0.006836449735140278, 99.56, 99.96481481481482, 9.611115170881082, 7.934698654126517, 0.002030891924999959, 0.004023119722142273
